word,furigana,translation,category,level
永遠,えいえん,eternity; perpetuity,noun,n3
影響,えいきょう,influence; effect,noun,n3
営業,えいぎょう,business; trade; sales,noun,n3
衛生,えいせい,hygiene; sanitation,noun,n3
栄養,えいよう,nutrition; nourishment,noun,n3
笑顔,えがお,smiling face,noun,n3
描く,えがく,to draw; to paint; to depict,verb,n3
餌,えさ,feed; bait,noun,n3
エネルギー,,energy,noun,n3
得る,える,to get; to acquire; to obtain,verb,n3
延期,えんき,postponement; adjournment,noun,n3
演技,えんぎ,acting; performance,noun,n3
演劇,えんげき,play (theatrical),noun,n3
円周,えんしゅう,circumference,noun,n3
演説,えんぜつ,speech; address,noun,n3
延長,えんちょう,extension; elongation,noun,n3
煙突,えんとつ,chimney,noun,n3
王,おう,king; monarch,noun,n3
追い掛ける,おいかける,to chase; to run after,verb,n3
追い越す,おいこす,to pass (a car); to overtake,verb,n3
応援,おうえん,cheering; support; aid,noun,n3
王様,おうさま,king,noun,n3
王子,おうじ,prince,noun,n3
応じる,おうじる,to respond; to satisfy; to accept,verb,n3
王女,おうじょ,princess,noun,n3
応対,おうたい,receiving; dealing with (visitors; customers),noun,n3
往復,おうふく,round trip,noun,n3
欧米,おうべい,Europe and America; the West,noun,n3
お陰,おかげ,owing to; thanks to,noun,n3
おかず,,side dish,noun,n3
拝む,おがむ,to worship; to pray to; to beg,verb,n3
お代わり,おかわり,second helping; another cup,noun,n3
補う,おぎなう,to supplement; to make up for; to compensate for,verb,n3
屋外,おくがい,outdoors,noun,n3
起こる,おこる,to occur; to happen,verb,n3
幼い,おさない,very young; childish,adjective,n3
収める,おさめる,to dedicate; to make an offering; to pay (fees),verb,n3
おしゃべり,,chattering; talkative,noun,n3
汚染,おせん,pollution; contamination,noun,n3
おそらく,,perhaps; probably,adverb,n3
恐れる,おそれる,to fear; to be afraid of,verb,n3
恐ろしい,おそろしい,terrible; dreadful; terrifying,adjective,n3
お互い,おたがい,each other; one another,noun,n3
穏やか,おだやか,calm; gentle; quiet,adjective,n3
男の人,おとこのひと,man,noun,n3
劣る,おとる,to be inferior to; to be less good at,verb,n3
脅かす,おどかす,to threaten; to menace,verb,n3
驚かす,おどろかす,to surprise; to astonish,verb,n3
鬼,おに,ogre; demon,noun,n3
思い出す,おもいだす,to recall; to remember,verb,n3
思い付く,おもいつく,to think of; to hit upon,verb,n3
主な,おもな,main; principal; chief,adjective,n3
思わず,おもわず,unintentionally; spontaneously,adverb,n3
お休み,おやすみ,holiday; vacation; rest,noun,n3
おやつ,,snack; refreshment,noun,n3
およそ,,about; roughly; approximately,adverb,n3
及ぼす,およぼす,to exert; to cause; to have an effect on,verb,n3
泳ぎ,およぎ,swimming,noun,n3
下ろす,おろす,to take down; to lower; to withdraw (money),verb,n3
降ろす,おろす,to take down; to unload; to let (a person) off,verb,n3
恩,おん,favor; obligation; debt of gratitude,noun,n3
温暖,おんだん,warm; mild,adjective,n3
温度,おんど,temperature,noun,n3
蚊,か,mosquito,noun,n3
課,か,lesson; section; department,counter,n3
貝,かい,shell; shellfish,noun,n3
会,かい,meeting; assembly; association,noun,n3
海外,かいがい,overseas; abroad,noun,n3
会計,かいけい,accounting; finance; bill,noun,n3
解決,かいけつ,settlement; solution; resolution,noun,n3
会合,かいごう,meeting; assembly,noun,n3
外交,がいこう,diplomacy,noun,n3
開始,かいし,start; commencement; beginning,noun,n3
解釈,かいしゃく,explanation; interpretation,noun,n3
外出,がいしゅつ,going out; outing,noun,n3
改善,かいぜん,betterment; improvement,noun,n3
快適,かいてき,pleasant; agreeable; comfortable,adjective,n3
回復,かいふく,recovery; restoration,noun,n3
飼う,かう,to keep (a pet); to raise (an animal),verb,n3
替える,かえる,to exchange; to replace,verb,n3
換える,かえる,to exchange; to interchange,verb,n3
香り,かおり,aroma; fragrance; scent,noun,n3
画家,がか,painter; artist,noun,n3
抱える,かかえる,to hold or carry under or in the arms; to have (problems; debts; etc.),verb,n3
価格,かかく,price; value; cost,noun,n3
化学,かがく,chemistry,noun,n3
輝く,かがやく,to shine; to glitter; to sparkle,verb,n3
掛かる,かかる,to take (a resource; e.g. time or money); to hang,verb,n3
罹る,かかる,to suffer from; to contract (a disease),verb,n3
嗅ぐ,かぐ,to smell; to sniff,verb,n3
家具,かぐ,furniture,noun,n3
学,がく,learning; study; science,noun,n3
額,ひたい,forehead; brow,noun,n3
覚悟,かくご,resolution; resignation; readiness,noun,n3
確実,かくじつ,certainty; reliability; soundness,adjective,n3
学者,がくしゃ,scholar,noun,n3
学習,がくしゅう,study; learning,noun,n3
隠す,かくす,to hide; to conceal,verb,n3
拡大,かくだい,magnification; enlargement,noun,n3
確認,かくにん,confirmation; verification,noun,n3
学問,がくもん,scholarship; study; learning,noun,n3
隠れる,かくれる,to hide; to be hidden,verb,n3
影,かげ,shadow; silhouette; reflection,noun,n3
陰,かげ,shade; shadow,noun,n3
欠ける,かける,to be lacking; to be missing; to chip,verb,n3
加減,かげん,degree; extent; adjustment,noun,n3
過去,かこ,the past; bygone days,noun,n3
籠,かご,basket; cage,noun,n3
囲む,かこむ,to surround; to encircle,verb,n3
火災,かさい,conflagration; fire,noun,n3
重ねる,かさねる,to pile up; to stack; to repeat,verb,n3
飾り,かざり,decoration; ornament,noun,n3
火山,かざん,volcano,noun,n3
貸し,かし,loan; lending,noun,n3
菓子,かし,sweets; confectionery,noun,n3
家事,かじ,housework; domestic chores,noun,n3
賢い,かしこい,wise; clever; smart,adjective,n3
歌手,かしゅ,singer,noun,n3
数,かず,number; amount,noun,n3
稼ぐ,かせぐ,to earn income; to make money,verb,n3
数える,かぞえる,to count,verb,n3
型,かた,model; type; pattern,noun,n3
肩,かた,shoulder,noun,n3
方々,かたがた,persons; ladies and gentlemen,noun,n3
塊,かたまり,lump; mass; cluster,noun,n3
固まる,かたまる,to harden; to solidify; to gather together,verb,n3
片道,かたみち,one-way (trip),noun,n3
傾く,かたむく,to incline toward; to slant; to lean,verb,n3
偏る,かたよる,to be one-sided; to be prejudiced; to be biased,verb,n3
学科,がっか,study subject; course of study,noun,n3
学会,がっかい,scientific society; academic meeting,noun,n3
楽器,がっき,musical instrument,noun,n3
学級,がっきゅう,(school) class,noun,n3
がっかり,,disappointed; dejected,adverb,n3
活気,かっき,energy; liveliness,noun,n3
格好,かっこう,shape; form; appearance,noun,n3
活動,かつどう,action; activity,noun,n3
活用,かつよう,practical use; application; conjugation,noun,n3
悲しむ,かなしむ,to be sad; to mourn for; to regret,verb,n3
必ずしも,かならずしも,not always; not necessarily,adverb,n3
かなり,,considerably; fairly; quite,adverb,n3
加熱,かねつ,heating,noun,n3
鐘,かね,bell; chime,noun,n3
可能,かのう,possible; practicable,adjective,n3
株,かぶ,stock; share,noun,n3
構う,かまう,to mind; to care about; to look after,verb,n3
我慢,がまん,patience; endurance; self-control,noun,n3
神,かみ,god; deity,noun,n3
雷,かみなり,thunder; lightning,noun,n3
髪の毛,かみのけ,hair (on the head),noun,n3
科目,かもく,(school) subject; curriculum,noun,n3
かもめ,,seagull,noun,n3
刈る,かる,to cut (hair); to mow (grass); to reap,verb,n3
彼ら,かれら,they (usually masculine or mixed gender),pronoun,n3
乾燥,かんそう,dryness; desiccation,noun,n3
渇く,かわく,to be thirsty,verb,n3
為替,かわせ,money order; (foreign) exchange,noun,n3
瓦,かわら,roof tile,noun,n3
勘,かん,perception; intuition; the sixth sense,noun,n3
缶,かん,can; tin,noun,n3
考え,かんがえ,thinking; thought; idea,noun,n3
感覚,かんかく,sense; sensation,noun,n3
観客,かんきゃく,audience; spectator,noun,n3
環境,かんきょう,environment; circumstance,noun,n3
歓迎,かんげい,welcome; reception,noun,n3
観光,かんこう,sightseeing,noun,n3
観察,かんさつ,observation; survey,noun,n3
感じ,かんじ,feeling; sense; impression,noun,n3
感謝,かんしゃ,thanks; gratitude,noun,n3
患者,かんじゃ,a patient,noun,n3
勘定,かんじょう,calculation; bill; check,noun,n3
感情,かんじょう,emotion; feeling; sentiment,noun,n3
感じる,かんじる,to feel; to sense,verb,n3
感心,かんしん,admiration,noun,n3
関心,かんしん,concern; interest,noun,n3
完成,かんせい,complete; completion,noun,n3
完全,かんぜん,perfect; complete,adjective,n3
感動,かんどう,being deeply moved; excitement,noun,n3
監督,かんとく,director; (sports) manager; coach,noun,n3
管理,かんり,control; management,noun,n3
完了,かんりょう,completion; conclusion,noun,n3
関連,かんれん,relation; connection; relevance,noun,n3
議員,ぎいん,member of the Diet; congress or parliament,noun,n3
記憶,きおく,memory; recollection,noun,n3
気温,きおん,(air) temperature,noun,n3
機械,きかい,machine; mechanism,noun,n3
議会,ぎかい,Diet; congress; parliament,noun,n3
期間,きかん,period; term,noun,n3
機関,きかん,organ; mechanism; facility; engine,noun,n3
企業,きぎょう,enterprise; corporation,noun,n3
効く,きく,to be effective; to work,verb,n3
機嫌,きげん,humor; temper; mood,noun,n3
気候,きこう,climate,noun,n3
記事,きじ,article; news story,noun,n3
生地,きじ,cloth; fabric,noun,n3
技師,ぎし,engineer; technician,noun,n3
記者,きしゃ,reporter,noun,n3
傷,きず,wound; injury; flaw; scar,noun,n3
期待,きたい,expectation; anticipation; hope,noun,n3
帰宅,きたく,returning home,noun,n3
貴重,きちょう,precious; valuable,adjective,n3
議長,ぎちょう,chairman; speaker,noun,n3
きちんと,,precisely; accurately; neatly,adverb,n3
きつい,,tight; tough; intense,adjective,n3
気付く,きづく,to notice; to recognize; to realize,verb,n3
気に入る,きにいる,to be pleased with; to suit; to like,verb,n3
記念,きねん,commemoration,noun,n3
機能,きのう,function; feature,noun,n3
気の毒,きのどく,pitiful; unfortunate; sorry,adjective,n3
寄付,きふ,donation; contribution,noun,n3
希望,きぼう,hope; wish; aspiration,noun,n3
決まり,きまり,rule; settlement,noun,n3
気味,ぎみ,-like; -looking; tending to,suffix,n3
奇妙,きみょう,strange; queer; curious,adjective,n3
義務,ぎむ,duty; obligation; responsibility,noun,n3
疑問,ぎもん,question; problem; doubt,noun,n3
逆,ぎゃく,reverse; opposite,noun,n3
旧,きゅう,ex-; former,prefix,n3
級,きゅう,class; grade; rank,counter,n3
球,きゅう,globe; sphere; ball,noun,n3
休暇,きゅうか,holiday; day off; vacation,noun,n3
休憩,きゅうけい,rest; break; recess,noun,n3
急激,きゅうげき,sudden; rapid; sharp,adjective,n3
吸収,きゅうしゅう,absorption; suction,noun,n3
救助,きゅうじょ,relief; aid; rescue,noun,n3
急速,きゅうそく,rapid (e.g. progress),adjective,n3
急に,きゅうに,suddenly,adverb,n3
給料,きゅうりょう,salary; wages,noun,n3
器用,きよう,skillful; handy,adjective,n3
競技,きょうぎ,game; match; contest,noun,n3
行儀,ぎょうぎ,manners; behavior,noun,n3
供給,きょうきゅう,supply; provision,noun,n3
教師,きょうし,teacher (classroom),noun,n3
教授,きょうじゅ,professor,noun,n3
強調,きょうちょう,emphasis; stress,noun,n3
共通,きょうつう,common; shared,noun,n3
共同,きょうどう,cooperation; collaboration; joint,noun,n3
恐怖,きょうふ,fear; dread; terror,noun,n3
協力,きょうりょく,cooperation; collaboration,noun,n3
強力,きょうりょく,powerful; strong,adjective,n3
許可,きょか,permission; approval,noun,n3
局,きょく,bureau; department; (broadcasting) station,noun,n3
巨大,きょだい,huge; gigantic; enormous,adjective,n3
嫌う,きらう,to hate; to dislike,verb,n3
霧,きり,fog; mist,noun,n3
切れる,きれる,to be cut; to snap; to expire,verb,n3
記録,きろく,record; document,noun,n3
議論,ぎろん,argument; discussion; debate,noun,n3
禁煙,きんえん,no smoking,noun,n3
禁止,きんし,prohibition; ban,noun,n3
金銭,きんせん,money; cash,noun,n3
金属,きんぞく,metal,noun,n3
近代,きんだい,present day; modern times,noun,n3
緊張,きんちょう,tension; mental strain; nervousness,noun,n3
筋肉,きんにく,muscle; sinew,noun,n3
金融,きんゆう,finance; credit,noun,n3
句,く,phrase; verse; haiku,noun,n3
食う,くう,to eat (vulgar),verb,n3
偶然,ぐうぜん,by chance; unexpectedly,adjective,n3
臭い,くさい,stinking; smelly,adjective,n3
鎖,くさり,chain,noun,n3
腐る,くさる,to rot; to go bad,verb,n3
癖,くせ,a habit (often a bad one); peculiarity,noun,n3
管,くだ,pipe; tube,noun,n3
具体,ぐたい,concrete; tangible; material,noun,n3
苦痛,くつう,pain; agony,noun,n3
ぐっすり,,sound asleep; fast asleep,adverb,n3
区別,くべつ,distinction; differentiation,noun,n3
組,くみ,class; group; set,noun,n3
組む,くむ,to put together; to cross (e.g. arms); to team up,verb,n3
曇,くもり,cloudiness; cloudy weather,noun,n3
悔しい,くやしい,frustrating; regrettable; vexing,adjective,n3
暮らし,くらし,living; livelihood; life circumstances,noun,n3
暮らす,くらす,to live; to get along,verb,n3
クラシック,,classical music,noun,n3
クリーニング,,cleaning; dry cleaning,noun,n3
繰り返す,くりかえす,to repeat,verb,n3
苦しむ,くるしむ,to suffer; to groan; to be worried,verb,n3
苦しい,くるしい,painful; difficult; tough,adjective,n3
暮れ,くれ,year end; sunset,noun,n3
苦労,くろう,troubles; hardships,noun,n3
加える,くわえる,to add; to include,verb,n3
詳しい,くわしい,detailed,adjective,n3
加わる,くわわる,to join in; to be added to; to increase,verb,n3
訓,くん,native Japanese reading of a Chinese character,noun,n3
軍,ぐん,army; force; troops,noun,n3
軍隊,ぐんたい,army; troops,noun,n3
訓練,くんれん,practice; training,noun,n3
敬意,けいい,respect; honor,noun,n3
経営,けいえい,management; administration,noun,n3
景気,けいき,business climate; the economy; state of affairs,noun,n3
傾向,けいこう,trend; tendency,noun,n3
警告,けいこく,warning; advice,noun,n3
計算,けいさん,calculation; reckoning,noun,n3
掲示,けいじ,notice; bulletin,noun,n3
刑事,けいじ,(police) detective,noun,n3
芸術,げいじゅつ,art; the arts,noun,n3
契約,けいやく,contract; agreement,noun,n3
経由,けいゆ,via; by way of,noun,n3
劇,げき,drama; play,noun,n3
劇場,げきじょう,theater; playhouse,noun,n3
化粧,けしょう,make-up; cosmetics,noun,n3
けち,,stingy; miserly,adjective,n3
結果,けっか,result; consequence,noun,n3
欠陥,けっかん,defect; fault; flaw,noun,n3
結局,けっきょく,after all; in the end,adverb,n3
決心,けっしん,determination; resolution,noun,n3
欠席,けっせき,absence; non-attendance,noun,n3
決定,けってい,decision; determination,noun,n3
欠点,けってん,fault; defect; weakness,noun,n3
結論,けつろん,conclusion,noun,n3
煙,けむり,smoke; fumes,noun,n3
券,けん,ticket; coupon,counter,n3
県,けん,prefecture,noun,n3
軒,けん,counter for houses,counter,n3
見解,けんかい,opinion; point of view,noun,n3
限界,げんかい,limit; bound,noun,n3
現金,げんきん,cash,noun,n3
言語,げんご,language,noun,n3
健康,けんこう,health,noun,n3
検査,けんさ,inspection; examination,noun,n3
現在,げんざい,the present; present time,noun,n3
現実,げんじつ,reality,noun,n3
現象,げんしょう,phenomenon,noun,n3
現状,げんじょう,present condition; existing state,noun,n3
建設,けんせつ,construction; establishment,noun,n3
現代,げんだい,modern times; nowadays,noun,n3
建築,けんちく,architecture; construction,noun,n3
検討,けんとう,consideration; examination; investigation,noun,n3
見当,けんとう,aim; guess; estimate,noun,n3
憲法,けんぽう,constitution,noun,n3
権利,けんり,right; privilege,noun,n3
恋,こい,love; romance,noun,n3
濃い,こい,thick (liquid); dense; strong (flavor); dark (color),adjective,n3
恋人,こいびと,lover; boyfriend; girlfriend,noun,n3
幸運,こううん,good luck; fortune,noun,n3
講演,こうえん,lecture; address,noun,n3
効果,こうか,effect; effectiveness,noun,n3
硬貨,こうか,coin,noun,n3
高価,こうか,expensive; high-priced,adjective,n3
豪華,ごうか,gorgeous; luxurious; splendid,adjective,n3
合格,ごうかく,passing (an exam); success,noun,n3
交換,こうかん,exchange; interchange,noun,n3
航空,こうくう,aviation; flying,noun,n3
光景,こうけい,scene; spectacle,noun,n3
合計,ごうけい,sum total; total amount,noun,n3
攻撃,こうげき,attack; strike; offensive,noun,n3
貢献,こうけん,contribution; service,noun,n3
広告,こうこく,advertisement,noun,n3
交際,こうさい,socializing; dating; association,noun,n3
後者,こうしゃ,the latter,noun,n3
構成,こうせい,organization; composition,noun,n3
高速,こうそく,high speed; expressway,noun,n3
行動,こうどう,action; conduct; behavior,noun,n3
校庭,こうてい,schoolyard; campus,noun,n3
肯定,こうてい,affirmation; positive,noun,n3
高度,こうど,altitude; height; advanced,noun,n3
幸福,こうふく,happiness; well-being,noun,n3
公平,こうへい,fairness; impartiality,adjective,n3
候補,こうほ,candidate; candidacy,noun,n3
考慮,こうりょ,consideration; taking into account,noun,n3
超える,こえる,to exceed; to cross over,verb,n3
越える,こえる,to cross over; to pass,verb,n3
凍る,こおる,to freeze; to be frozen over,verb,n3
ゴール,,goal,noun,n3
誤解,ごかい,misunderstanding,noun,n3
語学,ごがく,language study,noun,n3
呼吸,こきゅう,breath; respiration,noun,n3
故郷,こきょう,hometown; birthplace,noun,n3
国語,こくご,national language (usually Japanese),noun,n3
黒板,こくばん,blackboard,noun,n3
克服,こくふく,overcoming; conquering,noun,n3
国民,こくみん,the people of a country; citizen,noun,n3
穀物,こくもつ,grain; cereal,noun,n3
国立,こくりつ,national (institution),noun,n3
腰,こし,hip; waist; lower back,noun,n3
個人,こじん,individual; private person,noun,n3
越す,こす,to cross over; to pass (time); to move (house),verb,n3
国家,こっか,state; country; nation,noun,n3
国会,こっかい,National Diet; parliament,noun,n3
国境,こっきょう,national border,noun,n3
骨折,こっせつ,bone fracture,noun,n3
小包,こづつみ,parcel; package,noun,n3
事,こと,thing; matter; fact,noun,n3
異なる,ことなる,to differ; to vary,verb,n3
諺,ことわざ,proverb; maxim,noun,n3
断る,ことわる,to refuse; to decline; to ask for permission,verb,n3
粉,こな,flour; powder,noun,n3
この他,このほか,besides; in addition,adverb,n3
好み,このみ,liking; taste; choice,noun,n3
好む,このむ,to like; to prefer,verb,n3
コピー,,copy; photocopy,noun,n3
零す,こぼす,to spill,verb,n3
溢れる,こぼれる,to overflow; to spill,verb,n3
ごみ,,rubbish; trash; garbage,noun,n3
ゴム,,rubber; gum,noun,n3
小麦,こむぎ,wheat,noun,n3
込める,こめる,to include; to put into; to fill with (emotion),verb,n3
御免,ごめん,your pardon; declining; dismissal,expression,n3
小指,こゆび,little finger,noun,n3
堪える,こらえる,to bear; to stand; to endure,verb,n3
殺す,ころす,to kill,verb,n3
転がす,ころがす,to roll (something),verb,n3
転がる,ころがる,to roll (by itself),verb,n3
転ぶ,ころぶ,to fall down; to fall over,verb,n3
今回,こんかい,now; this time,noun,n3
今後,こんご,from now on; hereafter,noun,n3
混雑,こんざつ,congestion; crowding,noun,n3
こんなに,,so; like this; in this way,adverb,n3
困難,こんなん,difficulty; distress,adjective,n3
婚約,こんやく,engagement; betrothal,noun,n3
混乱,こんらん,disorder; chaos; confusion,noun,n3
差,さ,difference; variation,noun,n3
再,さい,re-; again,prefix,n3
際,さい,on the occasion of; when,noun,n3
最高,さいこう,highest; supreme; the best,adjective,n3
財産,ざいさん,property; fortune; assets,noun,n3
最終,さいしゅう,last; final; closing,noun,n3
最中,さいちゅう,in the middle of,noun,n3
最低,さいてい,least; lowest; worst,adjective,n3
才能,さいのう,talent; ability,noun,n3
裁判,さいばん,trial; judgement,noun,n3
材料,ざいりょう,ingredients; material,noun,n3
幸い,さいわい,happiness; good fortune,adjective,n3
サイン,,signature; autograph,noun,n3
境,さかい,border; boundary,noun,n3
逆らう,さからう,to go against; to oppose; to disobey,verb,n3
盛り,さかり,the peak; the prime; in full bloom,noun,n3
作業,さぎょう,work; operation; manufacturing,noun,n3
作品,さくひん,a piece of work (e.g. art; literature),noun,n3
作物,さくもつ,produce (agricultural); crops,noun,n3
桜,さくら,cherry blossom; cherry tree,noun,n3
酒,さけ,sake; alcohol,noun,n3
叫ぶ,さけぶ,to shout; to cry out,verb,n3
避ける,さける,to avoid,verb,n3
支える,ささえる,to support; to hold up,verb,n3
指す,さす,to point; to indicate,verb,n3
刺す,さす,to sting; to bite (bug); to stab,verb,n3
さすが,,as one would expect; indeed,adverb,n3
作家,さっか,author; writer,noun,n3
作曲,さっきょく,(musical) composition,noun,n3
ざっと,,roughly; approximately,adverb,n3
さっぱり,,feeling refreshed; completely; not at all (with neg.),adverb,n3
砂漠,さばく,desert,noun,n3
差別,さべつ,discrimination; distinction,noun,n3
作法,さほう,manners; etiquette,noun,n3
様々,さまざま,varied; various,adjective,n3
覚ます,さます,to awaken (someone),verb,n3
覚める,さめる,to wake up,verb,n3
左右,さゆう,left and right; influence; control,noun,n3
皿,さら,plate; dish,noun,n3
更に,さらに,furthermore; again; still more,adverb,n3
去る,さる,to leave; to go away,verb,n3
騒ぎ,さわぎ,uproar; disturbance,noun,n3
参加,さんか,participation,noun,n3
産業,さんぎょう,industry,noun,n3
酸性,さんせい,acidity,noun,n3
賛成,さんせい,approval; agreement,noun,n3
産地,さんち,producing area,noun,n3
サンプル,,sample,noun,n3
山林,さんりん,mountain forest,noun,n3
詩,し,poem; verse of poetry,noun,n3
幸せ,しあわせ,happiness; good fortune,adjective,n3
ジーンズ,,jeans,noun,n3
ジェット機,ジェットき,jet plane,noun,n3
しかも,,moreover; furthermore; and yet,conjunction,n3
時間割,じかんわり,timetable; schedule,noun,n3
四季,しき,four seasons,noun,n3
敷く,しく,to spread out; to lay out,verb,n3
茂る,しげる,to grow thickly; to be overgrown,verb,n3
事件,じけん,event; affair; incident,noun,n3
時刻,じこく,time (of day); moment,noun,n3
自殺,じさつ,suicide,noun,n3
事実,じじつ,fact; truth; reality,noun,n3
支出,ししゅつ,expenditure; expenses,noun,n3
事情,じじょう,circumstances; consideration,noun,n3
詩人,しじん,poet,noun,n3
自身,じしん,by oneself; personally,noun,n3
静まる,しずまる,to quieten down; to calm down,verb,n3
沈む,しずむ,to sink; to feel depressed,verb,n3
思想,しそう,thought; idea,noun,n3
舌,した,tongue,noun,n3
次第,しだい,dependent upon; as soon as; circumstances,noun,n3
事態,じたい,situation; present state of affairs,noun,n3
従う,したがう,"to abide (by the rules), to obey",verb,n3
したがって,,therefore; consequently,conjunction,n3
親しい,したしい,intimate; close (e.g. friend),adjective,n3
質,しつ,quality; nature,noun,n3
