word,furigana,translation,category,level
現場,げんば,actual spot; scene,noun,n2
コーラス,,chorus,noun,n2
零れる,こぼれる,to overflow; to spill,verb,n2
娯楽,ごらく,pleasure; amusement,noun,n2
ご覧なさい,ごらんなさい,look; see (respectful),expression,n2
これら,,these,pronoun,n2
頃,ころ,time; about,noun,n2
コンクール,,contest; competition,noun,n2
コンクリート,,concrete,noun,n2
コンセント,,electrical outlet,noun,n2
サービス,,service,noun,n2
囁く,ささやく,to whisper; to murmur,verb,n2
刺さる,ささる,to stick; to be stuck,verb,n2
撮影,さつえい,photographing,noun,n2
雑音,ざつおん,noise; static,noun,n2
錆,さび,rust,noun,n2
参考,さんこう,reference; consultation,noun,n2
酸素,さんそ,oxygen,noun,n2
氏,し,family name; Mr.,suffix,n2
仕上げ,しあげ,finish; completion,noun,n2
仕上げる,しあげる,to finish up; to complete,verb,n2
司会,しかい,master of ceremonies,noun,n2
四角,しかく,square,noun,n2
時期,じき,time; season,noun,n2
支給,しきゅう,payment; allowance,noun,n2
失望,しつぼう,disappointment; despair,noun,n2
絞る,しぼる,to press; to wring,verb,n2
地味,じみ,plain; simple,adjective,n2
しみじみ,,keenly; deeply,adverb,n2
締め切る,しめきる,to close up; to shut up,verb,n2
車道,しゃどう,roadway; street,noun,n2
周囲,しゅうい,surroundings; environs,noun,n2
収穫,しゅうかく,harvest; crop,noun,n2
宗教,しゅうきょう,religion,noun,n2
重視,じゅうし,importance; stress,noun,n2
種類,しゅるい,variety; kind,noun,n2
消化,しょうか,digestion,noun,n2
正午,しょうご,noon; mid-day,noun,n2
正直,しょうじき,honesty; integrity,adjective,n2
常識,じょうしき,common sense,noun,n2
少女,しょうじょ,young girl,noun,n2
症状,しょうじょう,symptoms; condition,noun,n2
少々,しょうしょう,just a minute; small quantity,adverb,n2
上達,じょうたつ,improvement; advance,noun,n2
冗談,じょうだん,jest; joke,noun,n2
状態,じょうたい,condition; situation,noun,n2
賞品,しょうひん,prize; trophy,noun,n2
勝負,しょうぶ,victory or defeat; match,noun,n2
小便,しょうべん,urine; piss,noun,n2
正味,しょうみ,net (weight),noun,n2
食卓,しょくたく,dining table,noun,n2
食欲,しょくよく,appetite (for food),noun,n2
シリーズ,,series,noun,n2
私立,しりつ,private (establishment),noun,n2
資料,しりょう,materials; data,noun,n2
汁,しる,juice; soup,noun,n2
申請,しんせい,application; request,noun,n2
寝台,しんだい,bed; couch,noun,n2
診断,しんだん,diagnosis,noun,n2
炊飯器,すいはんき,rice cooker,noun,n2
数字,すうじ,numeral; figure,noun,n2
スキー,,skiing,noun,n2
救う,すくう,to rescue from; to help out of,verb,n2
優れる,すぐれる,to surpass; to excel,verb,n2
即ち,すなわち,that is; namely,conjunction,n2
スピーチ,,speech,noun,n2
隅,すみ,corner; nook,noun,n2
性格,せいかく,character; personality,noun,n2
正確,せいかく,accurate; correct,adjective,n2
世紀,せいき,century; era,noun,n2
請求,せいきゅう,claim; demand,noun,n2
税金,ぜいきん,tax; duty,noun,n2
清潔,せいけつ,clean,adjective,n2
制限,せいげん,restriction; restraint,noun,n2
成功,せいこう,success; hit,noun,n2
石炭,せきたん,coal,noun,n2
設計,せっけい,plan; design,noun,n2
絶対,ぜったい,absolute; unconditional,adjective,n2
絶滅,ぜつめつ,destruction; extinction,noun,n2
責める,せめる,to condemn; to blame,verb,n2
前回,ぜんかい,last time; previous occasion,noun,n2
船長,せんちょう,captain (of a ship),noun,n2
全面,ぜんめん,whole surface; entire,noun,n2
全力,ぜんりょく,all one's power; whole energy,noun,n2
相違,そうい,difference; discrepancy,noun,n2
増大,ぞうだい,enlargement; increase,noun,n2
属する,ぞくする,to belong to; to be affiliated with,verb,n2
続々,ぞくぞく,successively; one after another,adverb,n2
速達,そくたつ,express; special delivery,noun,n2
測定,そくてい,measurement,noun,n2
底,そこ,bottom; sole,noun,n2
そこで,,so; accordingly,conjunction,n2
そそっかしい,,careless; thoughtless,adjective,n2
逸れる,それる,to stray (turn) from subject; to get lost,verb,n2
揃える,そろえる,to put things in order; to arrange,verb,n2
大会,たいかい,convention; tournament,noun,n2
大企業,だいきぎょう,large enterprise; major company,noun,n2
だからといって,,while it's true that; just because,expression,n2
だけあって,,being the case; precisely because,expression,n2
だけど,,however,conjunction,n2
助かる,たすかる,to be saved; to be helped,verb,n2
建つ,たつ,to be built,verb,n2
達する,たっする,to reach; to get to,verb,n2
たった,,only; merely,adverb,n2
たとえ,,even if; although,adverb,n2
例える,たとえる,to compare; to liken,verb,n2
楽しむ,たのしむ,to enjoy oneself,verb,n2
頼もしい,たのもしい,reliable; trustworthy,adjective,n2
多分,たぶん,probably; perhaps,adverb,n2
玉,たま,ball; sphere,noun,n2
堪らない,たまらない,intolerable; unbearable,adjective,n2
溜まる,たまる,to collect; to gather,verb,n2
溜める,ためる,to amass; to accumulate,verb,n2
だらけ,,full of (e.g. mistakes),suffix,n2
だらしない,,slovenly; untidy,adjective,n2
単,たん,simple; single,adjective,n2
短期,たんき,short term,noun,n2
炭鉱,たんこう,coal mine; colliery,noun,n2
淡水,たんすい,fresh water,noun,n2
単数,たんすう,singular number,noun,n2
暖冬,だんとう,mild winter,noun,n2
旦那,だんな,master (of a house); husband,noun,n2
断念,だんねん,abandoning; giving up,noun,n2
チェス,,chess,noun,n2
知性,ちせい,intelligence,noun,n2
地帯,ちたい,area; zone,noun,n2
縮む,ちぢむ,to shrink; to contract,verb,n2
チップ,,tip; gratuity,noun,n2
地点,ちてん,site; point on a map,noun,n2
チャンス,,chance; opportunity,noun,n2
抽象,ちゅうしょう,abstract,adjective,n2
挑戦,ちょうせん,challenge; defiance,noun,n2
長男,ちょうなん,eldest son,noun,n2
長方形,ちょうほうけい,rectangle,noun,n2
調理,ちょうり,cooking,noun,n2
チョーク,,chalk,noun,n2
直後,ちょくご,immediately following,noun,n2
直線,ちょくせん,straight line,noun,n2
散らかる,ちらかる,to be in disorder; to lie scattered around,verb,n2
散らかす,ちらかす,to scatter around; to leave untidy,verb,n2
治療,ちりょう,medical treatment,noun,n2
追加,ついか,addition; supplement,noun,n2
ついで,,on the way; opportunity,noun,n2
通貨,つうか,currency,noun,n2
通勤,つうきん,commuting to work,noun,n2
通知,つうち,notice; notification,noun,n2
月日,つきひ,time; years,noun,n2
爪,つめ,fingernail or toenail; claw,noun,n2
詰める,つめる,to pack; to stuff,verb,n2
つもり,,intention; plan,noun,n2
吊る,つる,to hang,verb,n2
吊るす,つるす,to hang,verb,n2
適する,てきする,to fit; to suit,verb,n2
出来る,できる,to be able to,verb,n2
でこぼこ,,unevenness; roughness,adjective,n2
ですから,,therefore; so,conjunction,n2
手伝い,てつだい,help; assistance,noun,n2
徹夜,てつや,all night; sleepless night,noun,n2
鉄道,てつどう,railroad,noun,n2
手拭い,てぬぐい,(Japanese) towel,noun,n2
照らす,てらす,to shine on; to illuminate,verb,n2
典型,てんけい,type; pattern,noun,n2
天候,てんこう,weather,noun,n2
電子,でんし,electron,noun,n2
電池,でんち,battery,noun,n2
点数,てんすう,marks; score,noun,n2
電柱,でんちゅう,telephone pole; utility pole,noun,n2
天然,てんねん,nature; spontaneity,noun,n2
天皇,てんのう,Emperor of Japan,noun,n2
電波,でんぱ,radio wave,noun,n2
電力,でんりょく,electric power,noun,n2
電流,でんりゅう,electric current,noun,n2
問い,とい,question; query,noun,n2
党,とう,party (political),noun,n2
塔,とう,tower; pagoda,noun,n2
銅,どう,copper,noun,n2
同一,どういつ,identity; sameness,noun,n2
どうか,,please; somehow,adverb,n2
動機,どうき,motive; incentive,noun,n2
統計,とうけい,statistics,noun,n2
東京,とうきょう,Tokyo,noun,n2
当時,とうじ,at that time; in those days,noun,n2
動作,どうさ,action; movements,noun,n2
東洋,とうよう,Orient,noun,n2
同様,どうよう,identical; equal,adjective,n2
童謡,どうよう,children's song; nursery rhyme,noun,n2
到着,とうちゃく,arrival,noun,n2
道徳,どうとく,morals,noun,n2
投票,とうひょう,voting; poll,noun,n2
透明,とうめい,transparency; clearness,adjective,n2
灯油,とうゆ,kerosene,noun,n2
道路,どうろ,road; highway,noun,n2
通す,とおす,to let pass; to overlook,verb,n2
都会,とかい,city,noun,n2
尖る,とがる,to taper to a point; to become sharp,verb,n2
時,とき,time; hour,noun,n2
どきどき,,thump-thump,adverb,n2
溶く,とく,"to dissolve (paint, eggs, etc.)",verb,n2
退く,どく,to retreat; to recede,verb,n2
毒,どく,poison; toxicant,noun,n2
得意,とくい,pride; triumph; one's strong point; good at,adjective,n2
特殊,とくしゅ,special; unique,adjective,n2
読書,どくしょ,reading,noun,n2
独身,どくしん,bachelorhood; single,noun,n2
特徴,とくちょう,feature; trait,noun,n2
独特,どくとく,peculiarity; uniqueness,adjective,n2
独立,どくりつ,independence; self-reliance,noun,n2
溶け込む,とけこむ,to melt into; to merge into,verb,n2
溶ける,とける,to melt; to thaw,verb,n2
退ける,どける,to remove; to take away,verb,n2
床,とこ,bed; bedding,noun,n2
ところが,,however; while,conjunction,n2
ところで,,by the way; even if,conjunction,n2
登山,とざん,mountain-climbing,noun,n2
年月,としつき,months and years,noun,n2
図書,としょ,books,noun,n2
年寄り,としより,old people; the aged,noun,n2
閉じる,とじる,to close (e.g. book; eyes),verb,n2
途端,とたん,"just (now, at the moment, etc.)",noun,n2
土地,とち,plot of land; lot,noun,n2
突然,とつぜん,abruptly; suddenly,adverb,n2
届く,とどく,to reach,verb,n2
整う,ととのう,to be prepared; to be in order,verb,n2
怒鳴る,どなる,to shout; to yell,verb,n2
飛ばす,とばす,to skip over; to omit; to make fly,verb,n2
飛び込む,とびこむ,to jump in; to plunge into,verb,n2
飛び出す,とびだす,to jump out; to rush out,verb,n2
富,とみ,wealth; riches,noun,n2
友,とも,friend; companion,noun,n2
共に,ともに,sharing; together with,adverb,n2
土曜,どよう,Saturday,noun,n2
捕らえる,とらえる,to seize; to capture,verb,n2
トラック,,truck,noun,n2
ドラマ,,drama,noun,n2
トランプ,,playing cards,noun,n2
努力,どりょく,great effort; exertion,noun,n2
泥,どろ,mud,noun,n2
どんなに,,how; how much,adverb,n2
内科,ないか,internal medicine,noun,n2
内線,ないせん,phone extension; indoor wiring,noun,n2
ナイロン,,nylon,noun,n2
治す,なおす,to cure; to heal,verb,n2
尚,なお,furthermore; still,adverb,n2
仲,なか,relation; relationship,noun,n2
流す,ながす,to drain; to float,verb,n2
長引く,ながびく,to be prolonged; to drag on,verb,n2
仲直り,なかなおり,reconciliation; make peace with,noun,n2
眺め,ながめ,scene; view,noun,n2
眺める,ながめる,to view; to gaze at,verb,n2
流れる,ながれる,to stream; to flow,verb,n2
慰める,なぐさめる,to comfort; to console,verb,n2
殴る,なぐる,to strike; to hit,verb,n2
謎,なぞ,riddle; puzzle,noun,n2
納得,なっとく,understanding; acceptance,noun,n2
等,など,et cetera; etc.,particle,n2
斜め,ななめ,oblique; diagonal,adjective,n2
何しろ,なにしろ,at any rate; anyhow,adverb,n2
何でも,なんでも,by all means; everything,adverb,n2
何とか,なんとか,somehow; anyhow,adverb,n2
生意気,なまいき,impertinent; saucy,adjective,n2
並木,なみき,row of trees,noun,n2
涙,なみだ,tear,noun,n2
悩む,なやむ,to be worried; to be troubled,verb,n2
なるべく,,as much as possible,adverb,n2
縄,なわ,rope; hemp,noun,n2
荷,に,load; baggage,noun,n2
似合う,にあう,to suit; to match,verb,n2
煮える,にえる,to be boiled; to be cooked,verb,n2
苦手,にがて,poor (at); weak (in),adjective,n2
握る,にぎる,to grasp; to seize,verb,n2
憎い,にくい,hateful; abominable,adjective,n2
憎む,にくむ,to hate; to detest,verb,n2
憎らしい,にくらしい,odious; hateful,adjective,n2
虹,にじ,rainbow,noun,n2
日頃,にちごろ,normally; habitually,adverb,n2
日常,にちじょう,everyday; daily,noun,n2
日光,にっこう,sunlight,noun,n2
日中,にっちゅう,daytime; during the day,noun,n2
日程,にってい,agenda; schedule,noun,n2
鈍い,にぶい,dull (e.g. a knife); slow,adjective,n2
入社,にゅうしゃ,entry to a company,noun,n2
入場,にゅうじょう,entrance; admission,noun,n2
人気,にんき,popularity; popular,noun,n2
人間,にんげん,human being; man,noun,n2
抜かす,ぬかす,to omit; to leave out,verb,n2
抜く,ぬく,to extract; to unplug,verb,n2
布,ぬの,cloth,noun,n2
縫う,ぬう,to sew,verb,n2
濡らす,ぬらす,to wet; to moisten,verb,n2
願い,ねがい,desire; wish; request,noun,n2
願う,ねがう,to desire; to wish; to request,verb,n2
鼠,ねずみ,rat; mouse,noun,n2
熱帯,ねったい,tropics,noun,n2
熱中,ねっちゅう,enthusiasm; zeal; being crazy about,noun,n2
寝坊,ねぼう,oversleeping; sleeping in late,noun,n2
狙い,ねらい,aim,noun,n2
狙う,ねらう,to aim at; to be after,verb,n2
年度,ねんど,fiscal year; school year,noun,n2
農家,のうか,farmer; farm family,noun,n2
農業,のうぎょう,agriculture,noun,n2
農産物,のうさんぶつ,agricultural produce,noun,n2
農村,のうそん,agricultural community; farm village,noun,n2
濃度,のうど,concentration; density,noun,n2
合う,あう,to fit; to suit; to match,verb,n2
あちらこちら,,here and there; this way and that,adverb,n2
あっちこっち,,here and there (casual),adverb,n2
暴れる,あばれる,to act violently; to rage; to struggle,verb,n2
余る,あまる,to remain; to be left over; to be in excess,verb,n2
危うい,あやうい,dangerous; risky; critical,adjective,n2
粗い,あらい,coarse; rough,adjective,n2
争う,あらそう,to dispute; to argue; to compete,verb,n2
改めて,あらためて,once again; anew; formally,adverb,n2
改める,あらためる,to change; to reform; to revise,verb,n2
ありがとう,,thank you,expression,n2
或いは,あるいは,or; possibly; perhaps,conjunction,n2
行き,ゆき,going; bound for,noun,n2
意義,いぎ,meaning; significance,noun,n2
育児,いくじ,childcare; child-rearing,noun,n2
以後,いご,after this; from now on,noun,n2
以降,いこう,on and after; hereafter,noun,n2
一面,いちめん,one side; the whole surface; one aspect,noun,n2
一部,いちぶ,one part; a portion; one copy,noun,n2
一気に,いっきに,in one go; in one breath,adverb,n2
一般的,いっぱんてき,general; common,adjective,n2
衣類,いるい,clothing; clothes,noun,n2
飲料,いんりょう,beverage; drink,noun,n2
ウーマン,,woman,noun,n2
ウール,,wool,noun,n2
運送,うんそう,shipping; transportation,noun,n2
運賃,うんちん,fare; freight rates; shipping cost,noun,n2
英雄,えいゆう,hero,noun,n2
エチケット,,etiquette,noun,n2
エプロン,,apron,noun,n2
偉い,えらい,great; admirable; important,adjective,n2
縁,えん,relation; connection; fate; edge,noun,n2
追う,おう,to chase; to pursue,verb,n2
応じる,おうじる,to respond; to satisfy; to accept,verb,n2
応用,おうよう,application; practical use,noun,n2
大型,おおがata,large-size; large-scale,noun,n2
大げさ,おおげさ,exaggerated; overdone,adjective,n2
大ざっぱ,おおざっぱ,rough; broad; careless,adjective,n2
大通り,おおどおり,main street; avenue,noun,n2
大晦日,おおみそか,New Year's Eve,noun,n2
オーケー,,OK; okay,interjection,n2
お陰様で,おかげさまで,thanks to you; thankfully,expression,n2
犯す,おかす,to commit (a crime); to violate,verb,n2
押さえる,おさえる,to hold down; to seize; to grasp,verb,n2
治める,おさめる,to govern; to manage; to settle,verb,n2
修める,おさめる,to study; to master,verb,n2
お喋り,おしゃべり,chattering; talkative person; gossip,noun,n2
押し寄せる,おしよせる,to surge; to rush; to descend on,verb,n2
お勧め,おすすめ,recommendation,noun,n2
遅くとも,おそくとも,at the latest,adverb,n2
恐らく,おそらく,probably; perhaps; likely,adverb,n2
教わる,おそわる,to be taught; to learn from,verb,n2
落ち着く,おちつく,to calm down; to settle down,verb,n2
仰る,おっしゃる,to say; to speak (honorific),verb,n2
お手数,おてすう,trouble; bother (polite),noun,n2
お出かけ,おでかけ,going out; outing,noun,n2
おどおど,,nervously; timidly,adverb,n2
同い年,おないどし,of the same age,noun,n2
各,かく,each; every,prefix,n2
お待ちください,おまちください,Please wait a moment.,expression,n2
おめでとうございます,,Congratulations!,expression,n2
思いがけない,おもいがけない,unexpected; surprising,adjective,n2
思い切って,おもいきって,resolutely; boldly; daringly,adverb,n2
思う存分,おもうぞんぶん,to one's heart's content; as much as one wants,adverb,n2
玩具,おもちゃ,toy,noun,n2
主に,おもに,mainly; primarily,adverb,n2
重んじる,おもんじる,to respect; to honor; to value,verb,n2
重んずる,おもんずる,to respect; to honor; to value,verb,n2
温室,おんしつ,greenhouse,noun,n2
回収,かいしゅう,collection; recovery,noun,n2
改造,かいぞう,remodeling; modification; restructuring,noun,n2
開通,かいつう,opening (of a road; railway; etc.),noun,n2
回答,かいとう,reply; answer,noun,n2
解説,かいせつ,explanation; commentary,noun,n2
開発,かいはつ,development,noun,n2
購買,こうばい,purchase; buying,noun,n2
係員,かかりいん,person in charge; attendant,noun,n2
限り,かぎり,limit; as long as; to the extent of,noun,n2
書留,かきとめ,registered mail,noun,n2
かき混ぜる,かきまぜる,to stir; to mix; to scramble,verb,n2
拡張,かくちょう,expansion; extension,noun,n2
確率,かくりつ,probability,noun,n2
掛け,かけ,credit; installment; bet,noun,n2
駆け足,かけあし,running fast; double time,noun,n2
加工,かこう,processing; manufacturing,noun,n2
下降,かこう,descent; fall; drop,noun,n2
貸し出し,かしだし,lending; loaning,noun,n2
過失,かしつ,error; fault; negligence,noun,n2
加速,かそく,acceleration,noun,n2
課題,かだい,subject; theme; task; challenge,noun,n2
難い,かたい,difficult to...; hard to... (used as a suffix),adjective,n2
傾ける,かたむける,to incline; to lean; to devote,verb,n2
固める,かためる,to harden; to solidify; to fortify,verb,n2
課長,かちょう,section manager; section chief,noun,n2
活発,かっぱつ,lively; active; vigorous,adjective,n2
かつて,,once; before; formerly,adverb,n2
悲しみ,かなしみ,sadness; sorrow; grief,noun,n2
軽んじる,かろんじる,to look down on; to make light of; to slight,verb,n2
軽んずる,かろんずる,to look down on; to make light of; to slight,verb,n2
感ずる,かんずる,to feel; to sense,verb,n2
完璧,かんぺき,perfect; complete; flawless,adjective,n2
気,き,spirit; mind; mood; energy,noun,n2
機会,きかい,chance; opportunity,noun,n2
気が付く,きがつく,to notice; to realize,verb,n2
聞き直す,ききなおす,to ask again; to listen again,verb,n2
危険,きけん,danger; peril; hazard,noun,n2
期日,きじつ,fixed date; deadline,noun,n2
議題,ぎだい,topic for discussion; agenda,noun,n2
きっかけ,,chance; start; trigger; impetus,noun,n2
ぎっしり,,tightly; packed; crammed,adverb,n2
規定,きてい,regulation; provision,noun,n2
起点,きてん,starting point; origin,noun,n2
きっちり,,precisely; tightly; exactly,adverb,n2
きらきら,,glittering; sparkling; twinkling,adverb,n2
切り上げる,きりあげる,to round up; to finish; to cut short,verb,n2
綺麗,きれい,beautiful; clean; tidy,adjective,n2
金額,きんがく,amount of money,noun,n2
緊急,きんきゅう,urgent; emergency,noun,n2
禁物,きんもつ,forbidden thing; taboo,noun,n2
区,く,ward; district; section,noun,n2
くしゃみ,,sneeze,noun,n2
ぐずぐず,,slowly; dawdling; complaining,adverb,n2
苦心,くしん,pains; trouble; effort,noun,n2
くっきり,,distinctly; clearly; sharply,adverb,n2
草臥れる,くたびれる,to get tired; to be worn out,verb,n2
下る,くだる,to descend; to go down; to be handed down (e.g. an order),verb,n2
くちゃくちゃ,,crumpled; messy; masticated,adverb,n2
口論,こうろん,quarrel; argument,noun,n2
くっ付く,くっつく,to adhere to; to stick to; to cling to,verb,n2
くっ付ける,くっつける,to attach; to stick together,verb,n2
くどい,,verbose; tedious; heavy (taste),adjective,n2
組み立てる,くみたてる,to assemble; to set up; to construct,verb,n2
クラブ,,club; nightclub,noun,n2
くるくる,,spinning; revolving; wrapping,adverb,n2
クレジットカード,,credit card,noun,n2
敬語,けいご,honorific language,noun,n2
経費,けいひ,expenses; cost,noun,n2
下車,げしゃ,alighting (from a train; bus; etc.),noun,n2
下旬,げじゅん,last third of a month,noun,n2
削除,さくじょ,deletion; elimination,noun,n2
月給,げっきゅう,monthly salary,noun,n2
傑作,けっさく,masterpiece,noun,n2
欠乏,けつぼう,lack; deficiency; shortage,noun,n2
減少,げんしょう,decrease; reduction,noun,n2
限定,げんてい,limit; restriction,noun,n2
子,こ,child; offspring,noun,n2
請う,こう,to ask; to request; to beg,verb,n2
強風,きょうふう,strong wind; gale,noun,n2
コーチ,,coach,noun,n2
コース,,course; route,noun,n2
焦がす,こがす,to burn; to scorch; to char,verb,n2
心地,ここち,feeling; sensation; mood,noun,n2
心掛ける,こころがける,to bear in mind; to aim to do,verb,n2
心強い,こころづよい,heartening; reassuring,adjective,n2
試みる,こころみる,to try; to attempt,verb,n2
志,こころざし,will; ambition; motive,noun,n2
こっそり,,secretly; stealthily,adverb,n2
固定,こてい,fixation; being fixed,noun,n2
個々,ここ,individual; one by one,noun,n2
誤魔化す,ごまかす,to deceive; to falsify; to gloss over,verb,n2
コメント,,comment,noun,n2
小屋,こや,hut; cabin; shed,noun,n2
混合,こんごう,mixing; mixture; blend,noun,n2
採点,さいてん,scoring; grading; marking,noun,n2
冴える,さえる,to be clear; to be sharp; to be keen,adjective,n2
栄える,さかえる,to prosper; to flourish,verb,n2
さきほど,,a short while ago; just now,adverb,n2
削る,けずる,to shave; to plane; to reduce; to cut down,verb,n2
炸裂,さくれつ,explosion; bursting,noun,n2
探る,さぐる,to search for; to probe; to explore,verb,n2
差し出す,さしだす,to present; to submit; to hand in,verb,n2
指図,さしず,instruction; order; direction,noun,n2
差し支える,さしつかえる,to interfere; to hinder; to be inconvenient,verb,n2
誘う,さそう,to invite; to ask out; to tempt,verb,n2
定める,さだめる,to decide; to establish; to define,verb,n2
錯覚,さっかく,optical illusion; hallucination; misconception,noun,n2
さっさと,,quickly; promptly,adverb,n2
早速,さっそく,at once; immediately; right away,adverb,n2
さっと,,quickly; swiftly; suddenly,adverb,n2
さて,,well; now then,conjunction,n2
冷ます,さます,to cool; to let cool,verb,n2
冷める,さめる,to cool down; to lose interest,verb,n2
しあさって,,two days after tomorrow,noun,n2
しいんと,,silently; quietly,adverb,n2
自衛,じえい,self-defense,noun,n2
塩辛い,しおからい,salty,adjective,n2
しかしながら,,however; but,conjunction,n2
仕組み,しくみ,structure; mechanism; system,noun,n2
死刑,しけい,death penalty; capital punishment,noun,n2
資源,しげん,resources,noun,n2
じっと,,motionlessly; fixedly; patiently,adverb,n2
実は,じつは,as a matter of fact; actually; to tell the truth,adverb,n2
品詞,ひんし,part of speech,noun,n2
しばらく,,for a moment; for a while,adverb,n2
渋い,しぶい,astringent; bitter; somber; tasteful,adjective,n2
じめじめ,,damp; humid; gloomy (personality),adverb,n2
染みる,しみる,to soak into; to penetrate; to sting,verb,n2
締め切り,しめきり,deadline; closing,noun,n2
霜,しも,frost,noun,n2
じゃ,,well then; in that case,conjunction,n2
しゃがむ,,to squat; to crouch,verb,n2
社交,しゃこう,social life; social intercourse,noun,n2
社説,しゃせつ,editorial,noun,n2
しゃぶる,,to suck; to lick,verb,n2
集金,しゅうきん,money collection,noun,n2
修業,しゅうぎょう,study; training; pursuit of knowledge,noun,n2
収集,しゅうしゅう,collection; gathering,noun,n2
終点,しゅうてん,terminus; last stop,noun,n2
絨毯,じゅうたん,carpet; rug,noun,n2
重点,じゅうてん,important point; emphasis,noun,n2
重役,じゅうやく,company executive; director,noun,n2
需要,じゅよう,demand,noun,n2
受領,じゅりょう,receipt,noun,n2
