word,furigana,translation,category,level
光る,ひかる,to shine; to glitter,verb,n4
引き出し,ひきだし,drawer,noun,n4
引っ越す,ひっこす,to move (house),verb,n4
飛行場,ひこうじょう,airfield; airport,noun,n4
拾う,ひろう,to pick up,verb,n4
昼間,ひるま,daytime; during the day,noun,n4
昼休み,ひるやすみ,lunch break,noun,n4
久しぶり,ひさしぶり,after a long time,expression,n4
褒める,ほめる,to praise,verb,n4
翻訳,ほんやく,translation,noun,n4
星,ほし,star,noun,n4
法律,ほうりつ,law,noun,n4
放送,ほうそう,broadcast; to broadcast,verb,n4
一度,いちど,once; one time,adverb,n4
以外,いがい,with the exception of,adverb,n4
医学,いがく,medical science,noun,n4
いじめる,,to bully,verb,n4
以上,いじょう,... or more; that's all,expression,n4
以下,いか,... or less; below,expression,n4
意見,いけん,opinion,noun,n4
生きる,いきる,to live,verb,n4
以内,いない,within,noun,n4
田舎,いなか,countryside,noun,n4
祈る,いのる,to pray,verb,n4
一杯,いっぱい,full; a lot,adverb,n4
石,いし,stone,noun,n4
致す,いたす,to do (humble),verb,n4
糸,いと,thread,noun,n4
一度も,いちども,not even once,adverb,n4
邪魔,じゃま,disturbance; to disturb,verb,n4
事務室,じむしつ,office,noun,n4
人口,じんこう,population,noun,n4
人生,じんせい,life,noun,n4
辞典,じてん,dictionary,noun,n4
自由,じゆう,freedom,noun,n4
女性,じょせい,female; woman,noun,n4
準備,じゅんび,preparation; to prepare,verb,n4
柔道,じゅうどう,judo,noun,n4
カーテン,,curtain,noun,n4
海岸,かいがん,coast; beach,noun,n4
会議,かいぎ,meeting,noun,n4
会議室,かいぎしつ,meeting room,noun,n4
会話,かいわ,conversation,noun,n4
帰り,かえり,return,noun,n4
変える,かえる,to change,verb,n4
科学,かがく,science,noun,n4
鏡,かがみ,mirror,noun,n4
掛ける,かける,to hang; to put on,verb,n4
飾る,かざる,to decorate,verb,n4
火事,かじ,fire,noun,n4
係,かかり,person in charge,noun,n4
噛む,かむ,to bite; to chew,verb,n4
必ず,かならず,certainly; without fail,adverb,n4
金持ち,かねもち,rich person,noun,n4
看護婦,かんごふ,female nurse,noun,n4
関係,かんけい,relationship,noun,n4
彼女,かのじょ,she; girlfriend,pronoun,n4
形,かたち,shape; form,noun,n4
片付ける,かたづける,to tidy up,verb,n4
硬い,かたい,hard; solid,adjective,n4
勝つ,かつ,to win,verb,n4
乾く,かわく,to get dry,verb,n4
代わり,かわり,substitute; instead of,noun,n4
変わる,かわる,to change (intransitive),verb,n4
通う,かよう,to commute,verb,n4
毛,け,hair; fur; wool,noun,n4
怪我,けが,injury; to get injured,verb,n4
計画,けいかく,plan; to plan,verb,n4
経験,けいけん,experience; to experience,verb,n4
経済,けいざい,economy,noun,n4
見物,けんぶつ,sightseeing,noun,n4
喧嘩,けんか,fight; argument,noun,n4
研究,けんきゅう,research; to research,verb,n4
研究室,けんきゅうしつ,laboratory,noun,n4
景色,けしき,scenery,noun,n4
決して,けっして,never,adverb,n4
気持ち,きもち,feeling,noun,n4
着物,きもの,kimono,noun,n4
決まる,きまる,to be decided,verb,n4
決める,きめる,to decide,verb,n4
君,きみ,you (informal),pronoun,n4
近所,きんじょ,neighborhood,noun,n4
季節,きせつ,season,noun,n4
汽車,きしゃ,steam train,noun,n4
規則,きそく,rule; regulation,noun,n4
きっと,,surely,adverb,n4
込む,こむ,to be crowded,verb,n4
この間,このあいだ,the other day,expression,n4
この頃,このごろ,recently,adverb,n4
細かい,こまかい,small; detailed,adjective,n4
米,こめ,uncooked rice,noun,n4
今度,こんど,next time,noun,n4
今夜,こんや,tonight,noun,n4
講義,こうぎ,lecture,noun,n4
工場,こうじょう,factory,noun,n4
高校,こうこう,high school,noun,n4
高校生,こうこうせい,high school student,noun,n4
校長,こうちょう,principal,noun,n4
交通,こうつう,traffic; transportation,noun,n4
国際,こくさい,international,noun,n4
心,こころ,heart; mind,noun,n4
故障,こしょう,breakdown; failure; to break down,verb,n4
小鳥,ことり,small bird,noun,n4
講堂,こうどう,auditorium,noun,n4
公務員,こうむいん,civil servant; public employee,noun,n4
壊れる,こわれる,to be broken,verb,n4
首,くび,neck,noun,n4
雲,くも,cloud,noun,n4
比べる,くらべる,to compare,verb,n4
暮れる,くれる,to get dark,verb,n4
下さる,くださる,to give (respectful),verb,n4
空気,くうき,air; atmosphere,noun,n4
客,きゃく,guest; customer,noun,n4
教育,きょういく,education,noun,n4
興味,きょうみ,interest,noun,n4
競争,きょうそう,competition; to compete,verb,n4
急,きゅう,urgent; sudden,adjective,n4
急行,きゅうこう,express (train),noun,n4
漫画,まんが,manga; comic,noun,n4
真ん中,まんなか,middle; center,noun,n4
周り,まわり,surroundings,noun,n4
参る,まいる,to go; to come (humble),verb,n4
負ける,まける,to lose,verb,n4
間に合う,まにあう,to be in time,verb,n4
まず,,first of all,adverb,n4
または,,or; otherwise,conjunction,n4
間違える,まちがえる,to make a mistake,verb,n4
松,まつ,pine tree,noun,n4
召し上がる,めしあがる,to eat; to drink (respectful),verb,n4
珍しい,めずらしい,rare,adjective,n4
見つかる,みつかる,to be found,verb,n4
見つける,みつける,to find,verb,n4
港,みなと,port; harbor,noun,n4
味噌,みそ,miso (soybean paste),noun,n4
湖,みずうみ,lake,noun,n4
見舞い,みまい,visiting someone who is sick,noun,n4
土産,みやげ,souvenir,noun,n4
戻る,もどる,to return,verb,n4
木綿,もめん,cotton,noun,n4
森,もり,forest,noun,n4
申し上げる,もうしあげる,to say (humble),verb,n4
申す,もうす,to say (humble),verb,n4
もうすぐ,,soon,adverb,n4
もし,,if,conjunction,n4
息子,むすこ,son,noun,n4
娘,むすめ,daughter,noun,n4
無理,むり,impossible; unreasonable,adjective,n4
昔,むかし,old days; long ago,noun,n4
投げる,なげる,to throw,verb,n4
なかなか,,very,adverb,n4
無くなる,なくなる,to be lost; to disappear,verb,n4
亡くなる,なくなる,to die,verb,n4
生,なま,raw,noun,n4
治る,なおる,to be cured; to heal,verb,n4
慣れる,なれる,to get used to,verb,n4
なるほど,,I see,interjection,n4
熱心,ねっしん,enthusiastic,adjective,n4
眠い,ねむい,sleepy,adjective,n4
眠る,ねむる,to sleep,verb,n4
苦い,にがい,bitter,adjective,n4
逃げる,にげる,to escape,verb,n4
二階建て,にかいだて,two-story building,noun,n4
人形,にんぎょう,doll,noun,n4
匂い,におい,smell; scent,noun,n4
日記,にっき,diary,noun,n4
入院,にゅういん,hospitalization; to be hospitalized,verb,n4
入学,にゅうがく,entrance into school,verb,n4
残る,のこる,to remain,verb,n4
喉,のど,throat,noun,n4
乗り換える,のりかえる,"to transfer (trains, etc.)",verb,n4
乗り物,のりもの,vehicle,noun,n4
濡れる,ぬれる,to get wet,verb,n4
塗る,ぬる,to paint; to spread,verb,n4
盗む,ぬすむ,to steal,verb,n4
お祝い,おいわい,celebration,noun,n4
可笑しい,おかしい,strange; funny,adjective,n4
行う,おこなう,to hold (an event); to carry out,verb,n4
起こす,おこす,to wake someone up,verb,n4
億,おく,hundred million,number,n4
屋上,おくじょう,rooftop,noun,n4
贈り物,おくりもの,gift; present,noun,n4
遅れる,おくれる,to be late,verb,n4
お見舞い,おみまい,visiting someone who is sick,noun,n4
おもちゃ,,toy,noun,n4
お礼,おれい,thanks; gratitude,noun,n4
下りる,おりる,to get off; to descend,verb,n4
折る,おる,to break; to fold,verb,n4
押し入れ,おしいれ,closet,noun,n4
お宅,おたく,(someone's) house (polite),noun,n4
音,おと,sound; noise,noun,n4
落とす,おとす,to drop,verb,n4
终わり,おわり,the end,noun,n4
親,おや,parent,noun,n4
泳ぎ方,およぎかた,way of swimming,noun,n4
プレゼント,,present; gift,noun,n4
楽,らく,easy; comfortable,adjective,n4
利用,りよう,use; utilization,noun,n4
理由,りゆう,reason,noun,n4
両方,りょうほう,both,noun,n4
旅館,りょかん,Japanese inn,noun,n4
留守,るす,absence; being away from home,noun,n4
歴史,れきし,history,noun,n4
連絡,れんらく,contact; communication,noun,n4
レポート,,report,noun,n4
寂しい,さびしい,lonely; sad,adjective,n4
下がる,さがる,to go down; to fall,verb,n4
下げる,さげる,to lower,verb,n4
最後,さいご,last; end,noun,n4
最近,さいきん,recently,noun,n4
最初,さいしょ,first; beginning,noun,n4
坂,さか,slope; hill,noun,n4
盛ん,さかん,popular; prosperous,adjective,n4
昨夜,さくや,last night,noun,n4
サンドイッチ,,sandwich,noun,n4
再来月,さらいげつ,month after next,noun,n4
再来週,さらいしゅう,week after next,noun,n4
差し上げる,さしあげる,to give (humble),verb,n4
騒ぐ,さわぐ,to make noise,verb,n4
触る,さわる,to touch,verb,n4
せい,,fault; cause,noun,n4
生活,せいかつ,life; living,noun,n4
政治,せいじ,politics,noun,n4
西洋,せいよう,the West; Western countries,noun,n4
世界,せかい,world,noun,n4
席,せき,seat,noun,n4
説明,せつめい,explanation,noun,n4
背中,せなか,back (of the body),noun,n4
先輩,せんぱい,senior (at work or school),noun,n4
戦争,せんそう,war,noun,n4
線,せん,line,noun,n4
専門,せんもん,specialty; major,noun,n4
知らせる,しらせる,to inform,verb,n4
調べる,しらべる,to investigate; to look up,verb,n4
市,し,city,noun,n4
試合,しあい,match; game,noun,n4
仕方,しかた,method; way of doing something,noun,n4
叱る,しかる,to scold,verb,n4
島,しま,island,noun,n4
市民,しみん,citizen,noun,n4
品物,しなもの,goods; article,noun,n4
新聞社,しんぶんしゃ,newspaper company,noun,n4
心配,しんぱい,worry; concern,noun,n4
失敗,しっぱい,failure,noun,n4
下着,したぎ,underwear,noun,n4
支度,したく,preparation,noun,n4
失礼,しつれい,rude; impolite,expression,n4
自然,しぜん,nature,noun,n4
紹介,しょうかい,introduction,noun,n4
小学校,しょうがっこう,elementary school,noun,n4
小説,しょうせつ,novel,noun,n4
招待,しょうたい,invitation,noun,n4
承知,しょうち,consent; agreement,noun,n4
将来,しょうらい,future,noun,n4
出発,しゅっぱつ,departure,noun,n4
習慣,しゅうかん,custom; habit,noun,n4
祖母,そぼ,(my) grandmother,noun,n4
育てる,そだてる,to raise; to bring up,verb,n4
祖父,そふ,(my) grandfather,noun,n4
ソフト,,soft; software,noun,n4
そんな,,that kind of; like that,pronoun,n4
それに,,besides; in addition,conjunction,n4
それほど,,to that extent; so much,adverb,n4
そろそろ,,soon; it's about time,adverb,n4
卒業,そつぎょう,graduation,noun,n4
相談,そうだん,consultation; to consult,verb,n4
水泳,すいえい,swimming,noun,n4
すっかり,,completely,adverb,n4
空く,すく,to become less crowded,verb,n4
済む,すむ,to finish; to end,verb,n4
砂,すな,sand,noun,n4
すり,,pickpocket,noun,n4
数学,すうがく,mathematics,noun,n4
大抵,たいてい,usually; generally,adverb,n4
棚,たな,shelf,noun,n4
楽しみ,たのしみ,enjoyment; looking forward to,noun,n4
倒れる,たおれる,to fall down; to collapse,verb,n4
足りる,たりる,to be sufficient; to be enough,verb,n4
確か,たしか,certain; definite,adjective,n4
足す,たす,to add (numbers),verb,n4
建てる,たてる,to build,verb,n4
訪ねる,たずねる,to visit,verb,n4
手袋,てぶくろ,gloves,noun,n4
丁寧,ていねい,polite,adjective,n4
停電,ていでん,power outage,noun,n4
適当,てきとう,suitable; appropriate,adjective,n4
点,てん,point; score,noun,n4
てんぷら,,tempura,noun,n4
展覧会,てんらんかい,exhibition,noun,n4
手伝う,てつだう,to help,verb,n4
飞ぶ,とぶ,to fly,verb,n4
途中,とちゅう,on the way; midway,noun,n4
届ける,とどける,to deliver,verb,n4
特急,とっきゅう,limited express (train),noun,n4
床屋,とこや,barber's; barbershop,noun,n4
特に,とくに,especially,adverb,n4
泊まる,とまる,to stay at (e.g. a hotel),verb,n4
通る,とおる,to pass through,verb,n4
取り替える,とりかえる,to exchange; to replace,verb,n4
とうとう,,finally; at last,adverb,n4
続き,つづき,continuation,noun,n4
続ける,つづける,to continue (something),verb,n4
続く,つづく,to continue (intransitive),verb,n4
都合,つごう,convenience,noun,n4
捕まえる,つかまえる,to catch; to arrest,verb,n4
連れて行く,つれていく,to take (someone),verb,n4
連れて来る,つれてくる,to bring (someone),verb,n4
钓る,つる,to fish,verb,n4
伝える,つたえる,to convey; to tell,verb,n4
包む,つつむ,to wrap,verb,n4
動く,うごく,to move,verb,n4
受付,うけつけ,reception desk,noun,n4
うん,,yes (casual),interjection,n4
運動,うんどう,exercise,noun,n4
運転,うんてん,driving,noun,n4
運転手,うんてんしゅ,driver,noun,n4
裏,うら,reverse side,noun,n4
売り場,うりば,sales floor; counter,noun,n4
嘘,うそ,lie,noun,n4
美しい,うつくしい,beautiful,adjective,n4
写る,うつる,to be photographed,verb,n4
写す,うつす,to copy; to photograph,verb,n4
別れる,わかれる,to separate; to break up,verb,n4
訳,わけ,reason; meaning,noun,n4
沸く,わく,to be boiled,verb,n4
割れる,われる,to break; to crack,verb,n4
割合,わりあい,ratio; percentage,noun,n4
忘れ物,わすれもの,lost item,noun,n4
焼ける,ヤケル,to be burned; to be roasted,verb,n4
約束,やくそく,promise,noun,n4
役に立つ,やくにたつ,to be useful,expression,n4
止む,やむ,to stop (e.g. rain),verb,n4
やっぱり,,as expected; after all,adverb,n4
柔らかい,やわらかい,soft,adjective,n4
痩せる,やせる,to become thin,verb,n4
やっと,,at last; finally,adverb,n4
汚れる,よごれる,to get dirty,verb,n4
用意,ようい,preparation,noun,n4
予定,よてい,plan; schedule,noun,n4
用,よう,business to take care of,noun,n4
用事,ようじ,things to do; errand,noun,n4
予約,よやく,reservation,noun,n4
寄る,よる,to drop by,verb,n4
宜しい,よろしい,good; okay (polite),adjective,n4
予習,よしゅう,preparation for a lesson,noun,n4
指輪,ゆびわ,ring,noun,n4
夢,ゆめ,dream,noun,n4
輸出,ゆしゅつ,export; to export,verb,n4
輸入,ゆにゅう,import; to import,verb,n4
揺れる,ゆれる,to shake; to sway,verb,n4
残念,ざんねん,disappointing; regrettable,adjective,n4
是非,ぜひ,by all means; certainly,adverb,n4
随分,ずいぶん,very; extremely,adverb,n4
ステレオ,,stereo,noun,n4
スーツケース,,suitcase,noun,n4
正しい,ただしい,correct,adjective,n4
例えば,たとえば,for example,expression,n4
為,ため,for the sake of; because of,noun,n4
駄目,だめ,no good; useless,adjective,n4
足袋,たび,tabi; Japanese socks,noun,n4
畳,たたみ,tatami mat,noun,n4
立てる,たてる,to stand up; to erect,verb,n4
天気予報,てんきよほう,weather forecast,noun,n4
テキスト,,textbook,noun,n4
特別,とくべつ,special,adjective,n4
連れる,つれる,to lead (someone),verb,n4
腕,うで,arm,noun,n4
植える,うえる,to plant; to grow,verb,n4
美味い,うまい,delicious; skillful,adjective,n4
売れる,うれる,to be sold,verb,n4
打つ,うつ,to hit,verb,n4
和食,わしょく,Japanese food,noun,n4
ワイン,,wine,noun,n4
やはり,,as expected; also,adverb,n4
湯,ゆ,hot water,noun,n4
夕刊,ゆうかん,evening paper,noun,n4
有名,ゆうめい,famous,adjective,n4
夕食,ゆうしょく,dinner,noun,n4
事故,じこ,accident,noun,n4
時代,じだい,era; period,noun,n4
社会,しゃかい,society,noun,n4
然し,しかし,however,conjunction,n4
事務所,じむしょ,office,noun,n4
食料品,しょくりょうひん,groceries; foodstuff,noun,n4
正月,しょうがつ,New Year,noun,n4
滑る,すべる,to slide; to slip,verb,n4
スクリーン,,screen,noun,n4
スーツ,,suit,noun,n4
過ぎる,すぎる,to pass; to exceed,verb,n4
凄い,すごい,terrible; amazing,adjective,n4
進む,すすむ,to advance,verb,n4
ステーキ,,steak,noun,n4
すると,,then; thereupon,conjunction,n4
生産,せいさん,production,noun,n4
社長,しゃちょう,company president,noun,n4
市役所,しやくしょ,city hall,noun,n4
品,しな,article; item,noun,n4
彼,かれ,he; boyfriend,pronoun,n4
会場,かいじょう,assembly hall; venue,noun,n4
けれど,,however,conjunction,n4
聞こえる,きこえる,to be audible,verb,n4
記念日,きねんび,anniversary,noun,n4
